"TIME","GEO","SIEC","UNIT","Value","Flag and Footnotes"
"2019M03","Latvia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M03","Latvia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M03","Latvia","Natural gas","Gigawatt-hour","201.000",""
"2019M03","Latvia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M03","Lithuania","Total","Gigawatt-hour","356.590",""
"2019M03","Lithuania","Combustible fuels - non-renewable","Gigawatt-hour","5.836","e"
"2019M03","Lithuania","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M03","Lithuania","Natural gas","Gigawatt-hour","37.824","e"
"2019M03","Lithuania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M03","Luxembourg","Total","Gigawatt-hour","199.934",""
"2019M03","Luxembourg","Combustible fuels - non-renewable","Gigawatt-hour","2.910",""
"2019M03","Luxembourg","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M03","Luxembourg","Natural gas","Gigawatt-hour","21.510",""
"2019M03","Luxembourg","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M03","Hungary","Total","Gigawatt-hour","2 401.074",""
"2019M03","Hungary","Combustible fuels - non-renewable","Gigawatt-hour","30.198",""
"2019M03","Hungary","Coal and manufactured gases","Gigawatt-hour","349.065",""
"2019M03","Hungary","Natural gas","Gigawatt-hour","546.160",""
"2019M03","Hungary","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 084.021",""
"2019M03","Malta","Total","Gigawatt-hour","140.250",""
"2019M03","Malta","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M03","Malta","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M03","Malta","Natural gas","Gigawatt-hour","123.581",""
"2019M03","Malta","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M03","Netherlands","Total","Gigawatt-hour","10 528.574",""
"2019M03","Netherlands","Combustible fuels - non-renewable","Gigawatt-hour","132.589",""
"2019M03","Netherlands","Coal and manufactured gases","Gigawatt-hour","1 981.988",""
"2019M03","Netherlands","Natural gas","Gigawatt-hour","5 733.352",""
"2019M03","Netherlands","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","359.383",""
"2019M03","Austria","Total","Gigawatt-hour","6 053.560",""
"2019M03","Austria","Combustible fuels - non-renewable","Gigawatt-hour","58.459",""
"2019M03","Austria","Coal and manufactured gases","Gigawatt-hour","311.954",""
"2019M03","Austria","Natural gas","Gigawatt-hour","705.563",""
"2019M03","Austria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M03","Poland","Total","Gigawatt-hour","12 855.136",""
"2019M03","Poland","Combustible fuels - non-renewable","Gigawatt-hour","90.399",""
"2019M03","Poland","Coal and manufactured gases","Gigawatt-hour","8 839.478",""
"2019M03","Poland","Natural gas","Gigawatt-hour","1 227.542",""
"2019M03","Poland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M03","Portugal","Total","Gigawatt-hour","3 764.000",""
"2019M03","Portugal","Combustible fuels - non-renewable","Gigawatt-hour","23.000",""
"2019M03","Portugal","Coal and manufactured gases","Gigawatt-hour","587.000",""
"2019M03","Portugal","Natural gas","Gigawatt-hour","650.000",""
"2019M03","Portugal","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M03","Romania","Total","Gigawatt-hour","4 808.000",""
"2019M03","Romania","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M03","Romania","Coal and manufactured gases","Gigawatt-hour","1 015.000",""
"2019M03","Romania","Natural gas","Gigawatt-hour","669.000",""
"2019M03","Romania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","944.000",""
"2019M03","Slovenia","Total","Gigawatt-hour","1 162.474",""
"2019M03","Slovenia","Combustible fuels - non-renewable","Gigawatt-hour","0.801",""
"2019M03","Slovenia","Coal and manufactured gases","Gigawatt-hour","296.802",""
"2019M03","Slovenia","Natural gas","Gigawatt-hour","40.777",""
"2019M03","Slovenia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","516.859",""
"2019M03","Slovakia","Total","Gigawatt-hour","2 480.000",""
"2019M03","Slovakia","Combustible fuels - non-renewable","Gigawatt-hour","38.000",""
"2019M03","Slovakia","Coal and manufactured gases","Gigawatt-hour","244.000",""
"2019M03","Slovakia","Natural gas","Gigawatt-hour","232.000",""
"2019M03","Slovakia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 231.000",""
"2019M03","Finland","Total","Gigawatt-hour","6 483.000",""
"2019M03","Finland","Combustible fuels - non-renewable","Gigawatt-hour","78.000",""
"2019M03","Finland","Coal and manufactured gases","Gigawatt-hour","930.000",""
"2019M03","Finland","Natural gas","Gigawatt-hour","475.000",""
"2019M03","Finland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 072.000",""
"2019M03","Sweden","Total","Gigawatt-hour","15 659.605",""
"2019M03","Sweden","Combustible fuels - non-renewable","Gigawatt-hour","181.149",""
"2019M03","Sweden","Coal and manufactured gases","Gigawatt-hour","74.140",""
"2019M03","Sweden","Natural gas","Gigawatt-hour","108.541",""
"2019M03","Sweden","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","5 759.525",""
"2019M04","European Union - 27 countries (from 2020)","Total","Gigawatt-hour","216 132.596",""
"2019M04","European Union - 27 countries (from 2020)","Combustible fuels - non-renewable","Gigawatt-hour","2 647.493",""
"2019M04","European Union - 27 countries (from 2020)","Coal and manufactured gases","Gigawatt-hour","32 817.321",""
"2019M04","European Union - 27 countries (from 2020)","Natural gas","Gigawatt-hour","27 039.379",""
"2019M04","European Union - 27 countries (from 2020)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","60 482.113",""
"2019M04","Belgium","Total","Gigawatt-hour","6 764.483",""
"2019M04","Belgium","Combustible fuels - non-renewable","Gigawatt-hour","86.195",""
"2019M04","Belgium","Coal and manufactured gases","Gigawatt-hour","186.245",""
"2019M04","Belgium","Natural gas","Gigawatt-hour","1 571.133",""
"2019M04","Belgium","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","3 547.155",""
"2019M04","Bulgaria","Total","Gigawatt-hour","3 314.141",""
"2019M04","Bulgaria","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M04","Bulgaria","Coal and manufactured gases","Gigawatt-hour","1 103.584",""
"2019M04","Bulgaria","Natural gas","Gigawatt-hour","187.027",""
"2019M04","Bulgaria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 431.420",""
"2019M04","Czechia","Total","Gigawatt-hour","6 421.724",""
"2019M04","Czechia","Combustible fuels - non-renewable","Gigawatt-hour","4.358",""
"2019M04","Czechia","Coal and manufactured gases","Gigawatt-hour","2 941.968",""
"2019M04","Czechia","Natural gas","Gigawatt-hour","310.314",""
"2019M04","Czechia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 103.238",""
"2019M04","Denmark","Total","Gigawatt-hour","2 099.411",""
"2019M04","Denmark","Combustible fuels - non-renewable","Gigawatt-hour","63.190",""
"2019M04","Denmark","Coal and manufactured gases","Gigawatt-hour","383.463",""
"2019M04","Denmark","Natural gas","Gigawatt-hour","123.014",""
"2019M04","Denmark","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M04","Germany (until 1990 former territory of the FRG)","Total","Gigawatt-hour","44 398.747",""
"2019M04","Germany (until 1990 former territory of the FRG)","Combustible fuels - non-renewable","Gigawatt-hour","1 466.159","e"
"2019M04","Germany (until 1990 former territory of the FRG)","Coal and manufactured gases","Gigawatt-hour","13 070.741","e"
"2019M04","Germany (until 1990 former territory of the FRG)","Natural gas","Gigawatt-hour","5 670.031","e"
"2019M04","Germany (until 1990 former territory of the FRG)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","5 683.884",""
"2019M04","Estonia","Total","Gigawatt-hour","598.800",""
"2019M04","Estonia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M04","Estonia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M04","Estonia","Natural gas","Gigawatt-hour","0.000",""
"2019M04","Estonia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M04","Ireland","Total","Gigawatt-hour","2 404.442",""
"2019M04","Ireland","Combustible fuels - non-renewable","Gigawatt-hour","236.121",""
"2019M04","Ireland","Coal and manufactured gases","Gigawatt-hour","10.341",""
"2019M04","Ireland","Natural gas","Gigawatt-hour","1 285.770",""
"2019M04","Ireland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M04","Greece","Total","Gigawatt-hour","3 341.144",""
"2019M04","Greece","Combustible fuels - non-renewable","Gigawatt-hour","0.340",""
"2019M04","Greece","Coal and manufactured gases","Gigawatt-hour","905.860",""
"2019M04","Greece","Natural gas","Gigawatt-hour","948.880",""
"2019M04","Greece","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M04","Spain","Total","Gigawatt-hour","19 802.021",""
"2019M04","Spain","Combustible fuels - non-renewable","Gigawatt-hour","189.255",""
"2019M04","Spain","Coal and manufactured gases","Gigawatt-hour","849.160",""
"2019M04","Spain","Natural gas","Gigawatt-hour","5 049.719",""
"2019M04","Spain","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","4 621.663",""
"2019M04","France","Total","Gigawatt-hour","43 016.277",""
"2019M04","France","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2019M04","France","Coal and manufactured gases","Gigawatt-hour","186.510","e"
"2019M04","France","Natural gas","Gigawatt-hour","2 594.617",""
"2019M04","France","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","31 756.651",""
"2019M04","Croatia","Total","Gigawatt-hour","836.340",""
"2019M04","Croatia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M04","Croatia","Coal and manufactured gases","Gigawatt-hour","118.731",""
"2019M04","Croatia","Natural gas","Gigawatt-hour","110.421",""
"2019M04","Croatia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M04","Italy","Total","Gigawatt-hour","21 741.000",""
"2019M04","Italy","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M04","Italy","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M04","Italy","Natural gas","Gigawatt-hour","0.000",""
"2019M04","Italy","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M04","Cyprus","Total","Gigawatt-hour","314.170",""
"2019M04","Cyprus","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M04","Cyprus","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M04","Cyprus","Natural gas","Gigawatt-hour","0.000",""
"2019M04","Cyprus","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M04","Latvia","Total","Gigawatt-hour","499.000",""
"2019M04","Latvia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M04","Latvia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M04","Latvia","Natural gas","Gigawatt-hour","121.000",""
"2019M04","Latvia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M04","Lithuania","Total","Gigawatt-hour","287.344",""
"2019M04","Lithuania","Combustible fuels - non-renewable","Gigawatt-hour","7.143","e"
"2019M04","Lithuania","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M04","Lithuania","Natural gas","Gigawatt-hour","36.484","e"
"2019M04","Lithuania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M04","Luxembourg","Total","Gigawatt-hour","130.499",""
"2019M04","Luxembourg","Combustible fuels - non-renewable","Gigawatt-hour","6.268",""
"2019M04","Luxembourg","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M04","Luxembourg","Natural gas","Gigawatt-hour","15.147",""
"2019M04","Luxembourg","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M04","Hungary","Total","Gigawatt-hour","2 503.952",""
"2019M04","Hungary","Combustible fuels - non-renewable","Gigawatt-hour","30.467",""
"2019M04","Hungary","Coal and manufactured gases","Gigawatt-hour","245.968",""
"2019M04","Hungary","Natural gas","Gigawatt-hour","505.941",""
"2019M04","Hungary","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 338.146",""
"2019M04","Malta","Total","Gigawatt-hour","144.109",""
"2019M04","Malta","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M04","Malta","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M04","Malta","Natural gas","Gigawatt-hour","125.509",""
"2019M04","Malta","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M04","Netherlands","Total","Gigawatt-hour","8 716.668",""
"2019M04","Netherlands","Combustible fuels - non-renewable","Gigawatt-hour","123.254",""
"2019M04","Netherlands","Coal and manufactured gases","Gigawatt-hour","1 615.031",""
"2019M04","Netherlands","Natural gas","Gigawatt-hour","4 703.507",""
"2019M04","Netherlands","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","347.101",""
"2019M04","Austria","Total","Gigawatt-hour","6 275.728",""
"2019M04","Austria","Combustible fuels - non-renewable","Gigawatt-hour","68.563",""
"2019M04","Austria","Coal and manufactured gases","Gigawatt-hour","266.525",""
"2019M04","Austria","Natural gas","Gigawatt-hour","558.465",""
"2019M04","Austria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M04","Poland","Total","Gigawatt-hour","11 830.078",""
"2019M04","Poland","Combustible fuels - non-renewable","Gigawatt-hour","93.124",""
"2019M04","Poland","Coal and manufactured gases","Gigawatt-hour","8 331.696",""
"2019M04","Poland","Natural gas","Gigawatt-hour","1 338.770",""
"2019M04","Poland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M04","Portugal","Total","Gigawatt-hour","4 092.000",""
"2019M04","Portugal","Combustible fuels - non-renewable","Gigawatt-hour","25.000",""
"2019M04","Portugal","Coal and manufactured gases","Gigawatt-hour","491.000",""
"2019M04","Portugal","Natural gas","Gigawatt-hour","983.000",""
"2019M04","Portugal","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M04","Romania","Total","Gigawatt-hour","4 462.000",""
"2019M04","Romania","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M04","Romania","Coal and manufactured gases","Gigawatt-hour","1 008.000",""
"2019M04","Romania","Natural gas","Gigawatt-hour","319.000",""
"2019M04","Romania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","913.000",""
"2019M04","Slovenia","Total","Gigawatt-hour","1 210.422",""
"2019M04","Slovenia","Combustible fuels - non-renewable","Gigawatt-hour","0.636",""
"2019M04","Slovenia","Coal and manufactured gases","Gigawatt-hour","248.243",""
"2019M04","Slovenia","Natural gas","Gigawatt-hour","25.131",""
"2019M04","Slovenia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","500.027",""
"2019M04","Slovakia","Total","Gigawatt-hour","2 007.000",""
"2019M04","Slovakia","Combustible fuels - non-renewable","Gigawatt-hour","38.000",""
"2019M04","Slovakia","Coal and manufactured gases","Gigawatt-hour","183.000",""
"2019M04","Slovakia","Natural gas","Gigawatt-hour","162.000",""
"2019M04","Slovakia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 046.000",""
"2019M04","Finland","Total","Gigawatt-hour","5 600.000",""
"2019M04","Finland","Combustible fuels - non-renewable","Gigawatt-hour","71.000",""
"2019M04","Finland","Coal and manufactured gases","Gigawatt-hour","631.000",""
"2019M04","Finland","Natural gas","Gigawatt-hour","246.000",""
"2019M04","Finland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 983.000",""
"2019M04","Sweden","Total","Gigawatt-hour","13 321.096",""
"2019M04","Sweden","Combustible fuels - non-renewable","Gigawatt-hour","138.420",""
"2019M04","Sweden","Coal and manufactured gases","Gigawatt-hour","40.255",""
"2019M04","Sweden","Natural gas","Gigawatt-hour","48.499",""
"2019M04","Sweden","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","5 210.828",""
"2019M05","European Union - 27 countries (from 2020)","Total","Gigawatt-hour","216 102.468",""
"2019M05","European Union - 27 countries (from 2020)","Combustible fuels - non-renewable","Gigawatt-hour","2 586.643",""
"2019M05","European Union - 27 countries (from 2020)","Coal and manufactured gases","Gigawatt-hour","31 326.004",""
"2019M05","European Union - 27 countries (from 2020)","Natural gas","Gigawatt-hour","28 579.420",""
"2019M05","European Union - 27 countries (from 2020)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","57 638.573",""
"2019M05","Belgium","Total","Gigawatt-hour","6 681.769",""
"2019M05","Belgium","Combustible fuels - non-renewable","Gigawatt-hour","86.248",""
"2019M05","Belgium","Coal and manufactured gases","Gigawatt-hour","207.205",""
"2019M05","Belgium","Natural gas","Gigawatt-hour","1 426.136",""
"2019M05","Belgium","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","3 659.222",""
"2019M05","Bulgaria","Total","Gigawatt-hour","2 744.568",""
"2019M05","Bulgaria","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M05","Bulgaria","Coal and manufactured gases","Gigawatt-hour","1 147.867",""
"2019M05","Bulgaria","Natural gas","Gigawatt-hour","125.296",""
"2019M05","Bulgaria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","750.235",""
"2019M05","Czechia","Total","Gigawatt-hour","6 686.309",""
"2019M05","Czechia","Combustible fuels - non-renewable","Gigawatt-hour","5.461",""
"2019M05","Czechia","Coal and manufactured gases","Gigawatt-hour","2 746.591",""
"2019M05","Czechia","Natural gas","Gigawatt-hour","231.997",""
"2019M05","Czechia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 746.674",""
